month,profit_center,region,product_category,line_item_description,year,month_int,quarter,is_qtr_end,revenue
2024-05-01,Service_C,APAC,Professional Services,Installation Fee,2024,5,2,0,5440.39
2024-05-01,Service_C,LATAM,Maintenance,Annual Premium License,2024,5,2,0,6893.91
2024-05-01,Product_A,EMEA,Maintenance,Installation Fee,2024,5,2,0,2816.6
2024-05-01,Sales_Channel_X,North America,Software Subscription,Standard Monthly Fee,2024,5,2,0,6906.7
2024-05-01,Sales_Channel_X,EMEA,Maintenance,Annual Premium License,2024,5,2,0,6165.45
2024-05-01,Sales_Channel_X,North America,Hardware Sales,Standard Monthly Fee,2024,5,2,0,5462.06
2024-05-01,Sales_Channel_X,EMEA,Professional Services,Standard Monthly Fee,2024,5,2,0,5905.34
2024-05-01,Product_B,APAC,Hardware Sales,Cloud Server Unit,2024,5,2,0,5136.41
2024-05-01,Sales_Channel_X,EMEA,Maintenance,Annual Premium License,2024,5,2,0,6694.61
2024-05-01,Product_B,North America,Maintenance,Consulting Project Alpha,2024,5,2,0,5571.97
2024-05-01,Service_C,North America,Hardware Sales,Installation Fee,2024,5,2,0,4221.17
2024-05-01,Service_C,LATAM,Software Subscription,Consulting Project Alpha,2024,5,2,0,2332.87
2024-05-01,Service_C,EMEA,Software Subscription,Installation Fee,2024,5,2,0,5353.41
2024-05-01,Product_A,North America,Software Subscription,Annual Premium License,2024,5,2,0,6790.96
2024-05-01,Product_B,EMEA,Software Subscription,Consulting Project Alpha,2024,5,2,0,4574.92
2024-05-01,Sales_Channel_X,North America,Hardware Sales,Cloud Server Unit,2024,5,2,0,3414.15
2024-05-01,Product_B,North America,Software Subscription,Consulting Project Alpha,2024,5,2,0,5490.96
2024-05-01,Service_C,North America,Professional Services,Standard Monthly Fee,2024,5,2,0,2733.63
2024-05-01,Sales_Channel_X,APAC,Hardware Sales,Cloud Server Unit,2024,5,2,0,5838.01
2024-05-01,Product_B,EMEA,Software Subscription,Annual Premium License,2024,5,2,0,6594.81
2024-05-01,Sales_Channel_X,LATAM,Hardware Sales,Legacy Product Support,2024,5,2,0,5591.2
2024-05-01,Product_A,EMEA,Professional Services,Annual Premium License,2024,5,2,0,3555.97
2024-05-01,Sales_Channel_X,North America,Professional Services,Installation Fee,2024,5,2,0,3690.78
2024-05-01,Product_B,EMEA,Maintenance,Consulting Project Alpha,2024,5,2,0,4147.58
2024-05-01,Product_A,North America,Hardware Sales,Annual Premium License,2024,5,2,0,6651.89
2024-05-01,Product_A,APAC,Hardware Sales,Installation Fee,2024,5,2,0,6076.43
2024-05-01,Service_C,North America,Professional Services,Installation Fee,2024,5,2,0,3381.84
2024-05-01,Product_B,LATAM,Software Subscription,Annual Premium License,2024,5,2,0,4263.0
2024-05-01,Product_A,EMEA,Professional Services,Standard Monthly Fee,2024,5,2,0,2000.44
2024-05-01,Service_C,APAC,Hardware Sales,Installation Fee,2024,5,2,0,7444.65
2024-05-01,Sales_Channel_X,EMEA,Software Subscription,Consulting Project Alpha,2024,5,2,0,3773.23
2024-05-01,Service_C,APAC,Professional Services,Annual Premium License,2024,5,2,0,3539.12
2024-05-01,Product_A,North America,Hardware Sales,Standard Monthly Fee,2024,5,2,0,6854.83
2024-05-01,Product_B,LATAM,Maintenance,Legacy Product Support,2024,5,2,0,3710.16
2024-05-01,Service_C,APAC,Maintenance,Standard Monthly Fee,2024,5,2,0,5042.45
2024-05-01,Sales_Channel_X,EMEA,Professional Services,Consulting Project Alpha,2024,5,2,0,5776.35
2024-05-01,Service_C,EMEA,Maintenance,Cloud Server Unit,2024,5,2,0,3843.47
2024-05-01,Sales_Channel_X,APAC,Hardware Sales,Installation Fee,2024,5,2,0,2359.45
2024-05-01,Service_C,APAC,Hardware Sales,Legacy Product Support,2024,5,2,0,4472.22
2024-05-01,Product_A,North America,Software Subscription,Cloud Server Unit,2024,5,2,0,5170.06
2024-05-01,Product_B,APAC,Maintenance,Installation Fee,2024,5,2,0,3854.63
2024-05-01,Service_C,North America,Maintenance,Consulting Project Alpha,2024,5,2,0,1702.15
2024-05-01,Sales_Channel_X,LATAM,Software Subscription,Standard Monthly Fee,2024,5,2,0,7461.58
2024-05-01,Product_A,APAC,Software Subscription,Cloud Server Unit,2024,5,2,0,3656.6
2024-05-01,Product_B,North America,Hardware Sales,Annual Premium License,2024,5,2,0,5533.76
2024-05-01,Product_B,EMEA,Professional Services,Annual Premium License,2024,5,2,0,7559.01
2024-05-01,Sales_Channel_X,EMEA,Hardware Sales,Consulting Project Alpha,2024,5,2,0,4395.91
2024-05-01,Service_C,North America,Professional Services,Legacy Product Support,2024,5,2,0,6294.34
2024-05-01,Product_B,EMEA,Professional Services,Installation Fee,2024,5,2,0,6619.22
2024-05-01,Product_A,LATAM,Hardware Sales,Cloud Server Unit,2024,5,2,0,5205.82
2024-05-01,Service_C,EMEA,Maintenance,Cloud Server Unit,2024,5,2,0,4041.49
2024-05-01,Sales_Channel_X,EMEA,Software Subscription,Annual Premium License,2024,5,2,0,5084.19
2024-05-01,Sales_Channel_X,LATAM,Software Subscription,Consulting Project Alpha,2024,5,2,0,7520.09
2024-05-01,Product_A,LATAM,Maintenance,Consulting Project Alpha,2024,5,2,0,6430.55
2024-05-01,Service_C,LATAM,Software Subscription,Consulting Project Alpha,2024,5,2,0,5539.9
2024-05-01,Product_A,APAC,Hardware Sales,Standard Monthly Fee,2024,5,2,0,8505.98
2024-05-01,Product_B,LATAM,Maintenance,Consulting Project Alpha,2024,5,2,0,7934.04
2024-05-01,Product_A,EMEA,Software Subscription,Annual Premium License,2024,5,2,0,3345.99
2024-05-01,Product_B,APAC,Hardware Sales,Cloud Server Unit,2024,5,2,0,3276.77
2024-05-01,Product_B,LATAM,Professional Services,Cloud Server Unit,2024,5,2,0,5725.16
2024-05-01,Product_A,LATAM,Software Subscription,Annual Premium License,2024,5,2,0,4021.09
2024-05-01,Service_C,APAC,Software Subscription,Legacy Product Support,2024,5,2,0,3771.42
2024-05-01,Product_A,EMEA,Software Subscription,Consulting Project Alpha,2024,5,2,0,3348.17
2024-05-01,Product_A,LATAM,Software Subscription,Annual Premium License,2024,5,2,0,5750.79
2024-05-01,Product_A,North America,Professional Services,Annual Premium License,2024,5,2,0,5280.03
2024-05-01,Service_C,LATAM,Maintenance,Legacy Product Support,2024,5,2,0,5038.93
2024-05-01,Sales_Channel_X,LATAM,Hardware Sales,Cloud Server Unit,2024,5,2,0,7246.39
2024-05-01,Product_A,LATAM,Hardware Sales,Annual Premium License,2024,5,2,0,5025.24
2024-05-01,Product_A,APAC,Maintenance,Annual Premium License,2024,5,2,0,5911.96
2024-05-01,Service_C,APAC,Software Subscription,Standard Monthly Fee,2024,5,2,0,6195.94
2024-05-01,Sales_Channel_X,LATAM,Software Subscription,Legacy Product Support,2024,5,2,0,6717.58
2024-05-01,Product_B,LATAM,Maintenance,Annual Premium License,2024,5,2,0,3802.44
2024-05-01,Sales_Channel_X,LATAM,Maintenance,Consulting Project Alpha,2024,5,2,0,5272.09
2024-05-01,Sales_Channel_X,North America,Hardware Sales,Consulting Project Alpha,2024,5,2,0,5073.22
2024-05-01,Product_A,LATAM,Professional Services,Annual Premium License,2024,5,2,0,5121.56
2024-05-01,Service_C,APAC,Software Subscription,Installation Fee,2024,5,2,0,500.0
2024-05-01,Sales_Channel_X,LATAM,Maintenance,Standard Monthly Fee,2024,5,2,0,3744.45
2024-05-01,Service_C,North America,Software Subscription,Installation Fee,2024,5,2,0,3783.8
2024-05-01,Service_C,North America,Hardware Sales,Installation Fee,2024,5,2,0,4367.57
2024-05-01,Product_B,North America,Software Subscription,Standard Monthly Fee,2024,5,2,0,5947.45
2024-05-01,Service_C,APAC,Software Subscription,Legacy Product Support,2024,5,2,0,3564.06
2024-05-01,Product_B,North America,Software Subscription,Installation Fee,2024,5,2,0,3804.17
2024-05-01,Product_A,LATAM,Maintenance,Annual Premium License,2024,5,2,0,4365.76
2024-05-01,Sales_Channel_X,LATAM,Professional Services,Annual Premium License,2024,5,2,0,7375.3
2024-05-01,Sales_Channel_X,North America,Professional Services,Legacy Product Support,2024,5,2,0,5247.57
2024-05-01,Product_B,LATAM,Hardware Sales,Cloud Server Unit,2024,5,2,0,7891.18
2024-05-01,Service_C,EMEA,Maintenance,Cloud Server Unit,2024,5,2,0,4153.29
2024-05-01,Product_B,EMEA,Maintenance,Annual Premium License,2024,5,2,0,4096.16
2024-05-01,Sales_Channel_X,North America,Maintenance,Cloud Server Unit,2024,5,2,0,8142.26
2024-05-01,Product_B,APAC,Software Subscription,Installation Fee,2024,5,2,0,7240.05
2024-05-01,Sales_Channel_X,APAC,Software Subscription,Annual Premium License,2024,5,2,0,5877.86
2024-05-01,Product_A,North America,Maintenance,Standard Monthly Fee,2024,5,2,0,5417.22
2024-05-01,Service_C,APAC,Professional Services,Legacy Product Support,2024,5,2,0,4735.71
2024-05-01,Service_C,EMEA,Hardware Sales,Installation Fee,2024,5,2,0,4998.03
2024-05-01,Product_B,North America,Maintenance,Legacy Product Support,2024,5,2,0,6741.05
2024-05-01,Sales_Channel_X,LATAM,Maintenance,Cloud Server Unit,2024,5,2,0,5241.73
2024-05-01,Service_C,North America,Software Subscription,Legacy Product Support,2024,5,2,0,5099.11
2024-05-01,Product_B,LATAM,Software Subscription,Cloud Server Unit,2024,5,2,0,5216.22
2024-05-01,Product_B,LATAM,Software Subscription,Installation Fee,2024,5,2,0,7335.76
2024-05-01,Product_A,APAC,Professional Services,Consulting Project Alpha,2024,5,2,0,4784.01
2024-05-01,Product_A,EMEA,Software Subscription,Annual Premium License,2024,5,2,0,6922.88
2024-05-01,Product_A,LATAM,Professional Services,Standard Monthly Fee,2024,5,2,0,5884.37
2024-05-01,Product_B,LATAM,Software Subscription,Consulting Project Alpha,2024,5,2,0,6997.16
2024-05-01,Sales_Channel_X,APAC,Maintenance,Installation Fee,2024,5,2,0,5348.45
2024-05-01,Service_C,APAC,Professional Services,Installation Fee,2024,5,2,0,5650.71
2024-05-01,Sales_Channel_X,LATAM,Hardware Sales,Legacy Product Support,2024,5,2,0,4727.07
2024-05-01,Product_B,North America,Hardware Sales,Installation Fee,2024,5,2,0,6187.38
2024-05-01,Product_B,APAC,Hardware Sales,Consulting Project Alpha,2024,5,2,0,5176.73
2024-05-01,Product_B,APAC,Maintenance,Standard Monthly Fee,2024,5,2,0,5561.29
2024-05-01,Product_B,APAC,Software Subscription,Annual Premium License,2024,5,2,0,4646.48
2024-05-01,Product_B,LATAM,Professional Services,Standard Monthly Fee,2024,5,2,0,6248.77
2024-05-01,Service_C,North America,Hardware Sales,Legacy Product Support,2024,5,2,0,5856.46
2024-05-01,Service_C,LATAM,Software Subscription,Consulting Project Alpha,2024,5,2,0,4276.79
2024-05-01,Product_A,APAC,Maintenance,Cloud Server Unit,2024,5,2,0,6159.26
2024-05-01,Sales_Channel_X,North America,Professional Services,Cloud Server Unit,2024,5,2,0,3865.79
2024-05-01,Product_B,LATAM,Software Subscription,Consulting Project Alpha,2024,5,2,0,4704.34
2024-05-01,Service_C,APAC,Hardware Sales,Installation Fee,2024,5,2,0,6655.0
2024-05-01,Sales_Channel_X,EMEA,Maintenance,Standard Monthly Fee,2024,5,2,0,6602.66
2024-05-01,Service_C,North America,Software Subscription,Standard Monthly Fee,2024,5,2,0,3393.39
2024-05-01,Service_C,North America,Professional Services,Annual Premium License,2024,5,2,0,5438.01
2024-05-01,Product_B,LATAM,Professional Services,Standard Monthly Fee,2024,5,2,0,8481.97
2024-05-01,Product_B,North America,Hardware Sales,Installation Fee,2024,5,2,0,4998.39
2024-05-01,Product_B,EMEA,Hardware Sales,Standard Monthly Fee,2024,5,2,0,2780.46
2024-05-01,Product_A,North America,Professional Services,Consulting Project Alpha,2024,5,2,0,6978.1
2024-05-01,Sales_Channel_X,APAC,Maintenance,Legacy Product Support,2024,5,2,0,1927.08
2024-05-01,Sales_Channel_X,APAC,Hardware Sales,Consulting Project Alpha,2024,5,2,0,6861.75
2024-05-01,Sales_Channel_X,EMEA,Software Subscription,Legacy Product Support,2024,5,2,0,4021.91
2024-05-01,Sales_Channel_X,EMEA,Professional Services,Annual Premium License,2024,5,2,0,5724.28
2024-05-01,Service_C,EMEA,Software Subscription,Legacy Product Support,2024,5,2,0,4615.88
2024-05-01,Product_B,LATAM,Hardware Sales,Standard Monthly Fee,2024,5,2,0,5472.42
2024-05-01,Sales_Channel_X,North America,Maintenance,Legacy Product Support,2024,5,2,0,7394.74
2024-05-01,Product_B,APAC,Maintenance,Legacy Product Support,2024,5,2,0,5197.34
2024-05-01,Product_A,North America,Software Subscription,Legacy Product Support,2024,5,2,0,3285.87
2024-05-01,Service_C,North America,Software Subscription,Legacy Product Support,2024,5,2,0,6573.24
2024-05-01,Sales_Channel_X,North America,Hardware Sales,Installation Fee,2024,5,2,0,7530.38
2024-05-01,Service_C,EMEA,Maintenance,Standard Monthly Fee,2024,5,2,0,4159.48
2024-05-01,Service_C,APAC,Hardware Sales,Installation Fee,2024,5,2,0,4449.6
2024-05-01,Product_B,EMEA,Hardware Sales,Legacy Product Support,2024,5,2,0,8156.53
2024-05-01,Product_A,LATAM,Software Subscription,Cloud Server Unit,2024,5,2,0,4569.76
2024-05-01,Service_C,LATAM,Software Subscription,Consulting Project Alpha,2024,5,2,0,5345.38
2024-05-01,Sales_Channel_X,LATAM,Hardware Sales,Installation Fee,2024,5,2,0,5023.1
2024-05-01,Service_C,LATAM,Hardware Sales,Installation Fee,2024,5,2,0,6437.86
2024-05-01,Product_B,LATAM,Software Subscription,Legacy Product Support,2024,5,2,0,3696.93
2024-05-01,Service_C,APAC,Maintenance,Consulting Project Alpha,2024,5,2,0,6420.69
2024-05-01,Product_B,APAC,Hardware Sales,Annual Premium License,2024,5,2,0,6359.22
2024-05-01,Product_A,EMEA,Software Subscription,Cloud Server Unit,2024,5,2,0,5033.32
2024-05-01,Sales_Channel_X,North America,Professional Services,Cloud Server Unit,2024,5,2,0,4206.13
2024-05-01,Service_C,LATAM,Maintenance,Installation Fee,2024,5,2,0,6982.42
2024-05-01,Service_C,LATAM,Professional Services,Installation Fee,2024,5,2,0,5194.06
2024-05-01,Sales_Channel_X,LATAM,Maintenance,Standard Monthly Fee,2024,5,2,0,8219.49
2024-05-01,Product_B,LATAM,Hardware Sales,Standard Monthly Fee,2024,5,2,0,2449.41
2024-05-01,Service_C,APAC,Professional Services,Cloud Server Unit,2024,5,2,0,5278.61
2024-05-01,Product_B,LATAM,Professional Services,Installation Fee,2024,5,2,0,5046.34
2024-05-01,Product_B,EMEA,Hardware Sales,Cloud Server Unit,2024,5,2,0,8739.96
2024-05-01,Product_A,EMEA,Hardware Sales,Standard Monthly Fee,2024,5,2,0,6049.2
2024-05-01,Service_C,APAC,Hardware Sales,Installation Fee,2024,5,2,0,4055.42
2024-05-01,Product_B,North America,Software Subscription,Installation Fee,2024,5,2,0,3864.42
2024-05-01,Product_A,North America,Hardware Sales,Standard Monthly Fee,2024,5,2,0,4897.35
2024-05-01,Product_B,APAC,Hardware Sales,Cloud Server Unit,2024,5,2,0,4482.08
2024-05-01,Sales_Channel_X,EMEA,Hardware Sales,Consulting Project Alpha,2024,5,2,0,5492.46
2024-05-01,Product_B,North America,Software Subscription,Standard Monthly Fee,2024,5,2,0,5362.95
2024-05-01,Product_A,LATAM,Hardware Sales,Installation Fee,2024,5,2,0,4394.8
2024-05-01,Sales_Channel_X,EMEA,Hardware Sales,Cloud Server Unit,2024,5,2,0,4719.8
2024-05-01,Service_C,LATAM,Hardware Sales,Installation Fee,2024,5,2,0,5481.72
2024-05-01,Service_C,LATAM,Maintenance,Cloud Server Unit,2024,5,2,0,6216.57
2024-05-01,Product_A,EMEA,Maintenance,Annual Premium License,2024,5,2,0,5263.85
2024-05-01,Product_A,LATAM,Software Subscription,Installation Fee,2024,5,2,0,3163.32
2024-05-01,Sales_Channel_X,EMEA,Hardware Sales,Legacy Product Support,2024,5,2,0,8079.87
2024-05-01,Sales_Channel_X,EMEA,Professional Services,Consulting Project Alpha,2024,5,2,0,7617.65
2024-05-01,Service_C,LATAM,Professional Services,Installation Fee,2024,5,2,0,3570.54
2024-05-01,Sales_Channel_X,EMEA,Hardware Sales,Consulting Project Alpha,2024,5,2,0,4556.15
2024-05-01,Product_A,APAC,Maintenance,Annual Premium License,2024,5,2,0,6592.22
2024-05-01,Sales_Channel_X,EMEA,Maintenance,Installation Fee,2024,5,2,0,4693.17
2024-05-01,Service_C,North America,Professional Services,Legacy Product Support,2024,5,2,0,3947.44
2024-05-01,Service_C,North America,Maintenance,Legacy Product Support,2024,5,2,0,5467.34
2024-05-01,Sales_Channel_X,EMEA,Software Subscription,Legacy Product Support,2024,5,2,0,4823.0
2024-05-01,Product_B,North America,Hardware Sales,Installation Fee,2024,5,2,0,4614.44
2024-05-01,Service_C,EMEA,Professional Services,Standard Monthly Fee,2024,5,2,0,5575.35
2024-05-01,Product_B,EMEA,Maintenance,Cloud Server Unit,2024,5,2,0,4616.95
2024-05-01,Product_B,LATAM,Professional Services,Installation Fee,2024,5,2,0,5159.74
2024-05-01,Product_A,North America,Hardware Sales,Annual Premium License,2024,5,2,0,5926.87
2024-05-01,Service_C,LATAM,Maintenance,Cloud Server Unit,2024,5,2,0,3212.36
2024-05-01,Product_A,North America,Hardware Sales,Installation Fee,2024,5,2,0,3775.98
2024-05-01,Service_C,North America,Maintenance,Legacy Product Support,2024,5,2,0,2712.42
2024-05-01,Service_C,APAC,Software Subscription,Legacy Product Support,2024,5,2,0,2430.86
2024-05-01,Product_A,North America,Maintenance,Standard Monthly Fee,2024,5,2,0,6682.12
2024-05-01,Product_A,North America,Software Subscription,Cloud Server Unit,2024,5,2,0,2725.68
2024-05-01,Sales_Channel_X,EMEA,Professional Services,Consulting Project Alpha,2024,5,2,0,2746.88
2024-05-01,Product_B,North America,Professional Services,Cloud Server Unit,2024,5,2,0,5493.25
2024-05-01,Service_C,North America,Hardware Sales,Legacy Product Support,2024,5,2,0,5256.15
2024-05-01,Service_C,LATAM,Professional Services,Annual Premium License,2024,5,2,0,3202.68
2024-05-01,Product_B,APAC,Professional Services,Legacy Product Support,2024,5,2,0,4095.88
2024-05-01,Product_A,North America,Software Subscription,Standard Monthly Fee,2024,5,2,0,4991.11
2024-05-01,Service_C,EMEA,Professional Services,Installation Fee,2024,5,2,0,4424.81
2024-05-01,Product_A,EMEA,Hardware Sales,Annual Premium License,2024,5,2,0,2861.2
2024-05-01,Service_C,LATAM,Hardware Sales,Consulting Project Alpha,2024,5,2,0,7496.74
2024-05-01,Product_B,APAC,Maintenance,Installation Fee,2024,5,2,0,6517.27
2024-05-01,Product_A,EMEA,Professional Services,Cloud Server Unit,2024,5,2,0,4443.85
2024-05-01,Sales_Channel_X,LATAM,Maintenance,Standard Monthly Fee,2024,5,2,0,8134.2
2024-05-01,Product_A,North America,Hardware Sales,Legacy Product Support,2024,5,2,0,2715.91
2024-05-01,Product_B,LATAM,Software Subscription,Cloud Server Unit,2024,5,2,0,6385.4
2024-05-01,Sales_Channel_X,LATAM,Software Subscription,Standard Monthly Fee,2024,5,2,0,6151.85
2024-05-01,Service_C,EMEA,Maintenance,Standard Monthly Fee,2024,5,2,0,4619.29
2024-05-01,Sales_Channel_X,North America,Software Subscription,Standard Monthly Fee,2024,5,2,0,7633.75
2024-05-01,Product_A,EMEA,Maintenance,Standard Monthly Fee,2024,5,2,0,6930.71
2024-05-01,Product_A,APAC,Maintenance,Installation Fee,2024,5,2,0,5289.84
2024-05-01,Product_B,APAC,Hardware Sales,Cloud Server Unit,2024,5,2,0,3674.73
2024-05-01,Product_A,LATAM,Professional Services,Installation Fee,2024,5,2,0,6203.58
2024-05-01,Sales_Channel_X,APAC,Hardware Sales,Consulting Project Alpha,2024,5,2,0,5411.18
2024-05-01,Product_B,EMEA,Software Subscription,Legacy Product Support,2024,5,2,0,3161.39
2024-05-01,Sales_Channel_X,LATAM,Maintenance,Consulting Project Alpha,2024,5,2,0,4768.06
2024-05-01,Product_A,LATAM,Hardware Sales,Annual Premium License,2024,5,2,0,3457.19
2024-05-01,Sales_Channel_X,LATAM,Maintenance,Cloud Server Unit,2024,5,2,0,4482.82
2024-06-01,Sales_Channel_X,LATAM,Hardware Sales,Legacy Product Support,2024,6,2,1,5878.44
2024-06-01,Sales_Channel_X,EMEA,Hardware Sales,Consulting Project Alpha,2024,6,2,1,5287.29
2024-06-01,Service_C,LATAM,Software Subscription,Legacy Product Support,2024,6,2,1,4603.55
2024-06-01,Product_A,North America,Professional Services,Installation Fee,2024,6,2,1,6662.94
2024-06-01,Product_B,EMEA,Professional Services,Cloud Server Unit,2024,6,2,1,3956.86
2024-06-01,Sales_Channel_X,LATAM,Maintenance,Annual Premium License,2024,6,2,1,5844.63
2024-06-01,Sales_Channel_X,LATAM,Hardware Sales,Standard Monthly Fee,2024,6,2,1,4013.3
2024-06-01,Sales_Channel_X,North America,Hardware Sales,Consulting Project Alpha,2024,6,2,1,6648.59
2024-06-01,Service_C,LATAM,Maintenance,Standard Monthly Fee,2024,6,2,1,5373.68
2024-06-01,Product_B,North America,Maintenance,Installation Fee,2024,6,2,1,3128.84
2024-06-01,Service_C,APAC,Hardware Sales,Cloud Server Unit,2024,6,2,1,3468.1
2024-06-01,Product_A,EMEA,Maintenance,Installation Fee,2024,6,2,1,4489.11
2024-06-01,Product_A,EMEA,Maintenance,Legacy Product Support,2024,6,2,1,4222.83
2024-06-01,Product_A,LATAM,Software Subscription,Cloud Server Unit,2024,6,2,1,5150.18
2024-06-01,Sales_Channel_X,North America,Professional Services,Installation Fee,2024,6,2,1,4211.58
2024-06-01,Sales_Channel_X,North America,Professional Services,Standard Monthly Fee,2024,6,2,1,6618.73
2024-06-01,Sales_Channel_X,APAC,Maintenance,Legacy Product Support,2024,6,2,1,4740.84
2024-06-01,Service_C,EMEA,Maintenance,Consulting Project Alpha,2024,6,2,1,4428.73
2024-06-01,Sales_Channel_X,EMEA,Maintenance,Annual Premium License,2024,6,2,1,4064.38
2024-06-01,Service_C,LATAM,Maintenance,Consulting Project Alpha,2024,6,2,1,3860.16
2024-06-01,Service_C,EMEA,Hardware Sales,Legacy Product Support,2024,6,2,1,4141.36
2024-06-01,Product_A,LATAM,Software Subscription,Standard Monthly Fee,2024,6,2,1,3291.39
2024-06-01,Service_C,North America,Software Subscription,Annual Premium License,2024,6,2,1,5030.76
2024-06-01,Product_B,North America,Maintenance,Standard Monthly Fee,2024,6,2,1,4231.46
2024-06-01,Product_B,APAC,Software Subscription,Installation Fee,2024,6,2,1,9653.8
2024-06-01,Sales_Channel_X,LATAM,Professional Services,Consulting Project Alpha,2024,6,2,1,7193.08
2024-06-01,Product_B,APAC,Professional Services,Installation Fee,2024,6,2,1,5487.8
2024-06-01,Product_A,EMEA,Software Subscription,Cloud Server Unit,2024,6,2,1,3055.01
2024-06-01,Sales_Channel_X,LATAM,Professional Services,Cloud Server Unit,2024,6,2,1,4741.05
2024-06-01,Product_A,North America,Professional Services,Standard Monthly Fee,2024,6,2,1,6210.21
2024-06-01,Sales_Channel_X,LATAM,Software Subscription,Annual Premium License,2024,6,2,1,4758.08
2024-06-01,Sales_Channel_X,EMEA,Maintenance,Annual Premium License,2024,6,2,1,5069.32
2024-06-01,Service_C,LATAM,Maintenance,Cloud Server Unit,2024,6,2,1,2941.88
2024-06-01,Product_A,North America,Maintenance,Legacy Product Support,2024,6,2,1,4199.09
2024-06-01,Product_A,North America,Hardware Sales,Cloud Server Unit,2024,6,2,1,4918.74
2024-06-01,Product_B,APAC,Professional Services,Cloud Server Unit,2024,6,2,1,6347.69
2024-06-01,Product_A,North America,Professional Services,Standard Monthly Fee,2024,6,2,1,3158.33
2024-06-01,Sales_Channel_X,APAC,Hardware Sales,Consulting Project Alpha,2024,6,2,1,7902.57
2024-06-01,Sales_Channel_X,EMEA,Professional Services,Annual Premium License,2024,6,2,1,4629.72
2024-06-01,Service_C,APAC,Professional Services,Legacy Product Support,2024,6,2,1,3169.9
2024-06-01,Sales_Channel_X,North America,Software Subscription,Consulting Project Alpha,2024,6,2,1,3473.31
2024-06-01,Service_C,EMEA,Software Subscription,Consulting Project Alpha,2024,6,2,1,8088.03
2024-06-01,Sales_Channel_X,EMEA,Professional Services,Standard Monthly Fee,2024,6,2,1,5181.04
2024-06-01,Product_B,EMEA,Maintenance,Annual Premium License,2024,6,2,1,6097.92
2024-06-01,Product_A,LATAM,Hardware Sales,Installation Fee,2024,6,2,1,6680.52
2024-06-01,Sales_Channel_X,LATAM,Hardware Sales,Standard Monthly Fee,2024,6,2,1,3745.15
2024-06-01,Product_A,North America,Software Subscription,Cloud Server Unit,2024,6,2,1,4655.44
2024-06-01,Sales_Channel_X,APAC,Software Subscription,Standard Monthly Fee,2024,6,2,1,4734.06
2024-06-01,Product_A,APAC,Software Subscription,Standard Monthly Fee,2024,6,2,1,8123.86
2024-06-01,Service_C,EMEA,Professional Services,Cloud Server Unit,2024,6,2,1,5632.99
2024-06-01,Product_B,LATAM,Hardware Sales,Installation Fee,2024,6,2,1,8903.35
2024-06-01,Sales_Channel_X,APAC,Hardware Sales,Installation Fee,2024,6,2,1,3015.76
2024-06-01,Product_B,APAC,Professional Services,Consulting Project Alpha,2024,6,2,1,7481.53
2024-06-01,Service_C,LATAM,Maintenance,Annual Premium License,2024,6,2,1,6466.01
2024-06-01,Product_A,EMEA,Maintenance,Installation Fee,2024,6,2,1,6581.01
2024-06-01,Sales_Channel_X,North America,Hardware Sales,Installation Fee,2024,6,2,1,3914.15
2024-06-01,Product_A,APAC,Maintenance,Cloud Server Unit,2024,6,2,1,5517.57
2024-06-01,Product_A,EMEA,Maintenance,Consulting Project Alpha,2024,6,2,1,3014.64
2024-06-01,Sales_Channel_X,EMEA,Hardware Sales,Annual Premium License,2024,6,2,1,3291.87
2024-06-01,Sales_Channel_X,LATAM,Maintenance,Cloud Server Unit,2024,6,2,1,5056.22
2024-06-01,Product_A,EMEA,Software Subscription,Consulting Project Alpha,2024,6,2,1,3789.31
2024-06-01,Product_B,EMEA,Hardware Sales,Legacy Product Support,2024,6,2,1,5277.26
2024-06-01,Product_B,LATAM,Maintenance,Installation Fee,2024,6,2,1,5858.61
2024-06-01,Sales_Channel_X,EMEA,Hardware Sales,Annual Premium License,2024,6,2,1,7650.12
2024-06-01,Product_B,EMEA,Software Subscription,Installation Fee,2024,6,2,1,4910.22
2024-06-01,Product_A,North America,Software Subscription,Standard Monthly Fee,2024,6,2,1,5684.12
2024-06-01,Service_C,LATAM,Software Subscription,Consulting Project Alpha,2024,6,2,1,7399.72
2024-06-01,Product_B,LATAM,Professional Services,Consulting Project Alpha,2024,6,2,1,5645.16
2024-06-01,Product_B,EMEA,Maintenance,Installation Fee,2024,6,2,1,3784.74
2024-06-01,Sales_Channel_X,LATAM,Hardware Sales,Annual Premium License,2024,6,2,1,5027.94
2024-06-01,Product_A,North America,Hardware Sales,Consulting Project Alpha,2024,6,2,1,5548.5
2024-06-01,Sales_Channel_X,North America,Maintenance,Annual Premium License,2024,6,2,1,4180.34
2024-06-01,Product_A,LATAM,Hardware Sales,Annual Premium License,2024,6,2,1,6912.93
2024-06-01,Product_A,North America,Hardware Sales,Installation Fee,2024,6,2,1,2037.21
2024-06-01,Product_B,North America,Professional Services,Cloud Server Unit,2024,6,2,1,8204.4
2024-06-01,Service_C,EMEA,Maintenance,Cloud Server Unit,2024,6,2,1,6491.66
2024-06-01,Service_C,North America,Software Subscription,Annual Premium License,2024,6,2,1,2531.84
2024-06-01,Product_B,EMEA,Software Subscription,Consulting Project Alpha,2024,6,2,1,7659.46
2024-06-01,Sales_Channel_X,LATAM,Maintenance,Annual Premium License,2024,6,2,1,6067.47
